Unnamed: 0,file_name,text,text_clean,attribute,feature
54,0603908b-9279-41b6-b7e5-faa6096dba40.jpg,'-' БЗМЖ КЕФИР ПРОСТОКВАШИНО ' ms fr гЭ OO FB _x000C_, БЗМЖ КЕФИР ПРОСТОКВАШИНО  ms fr гЭ OO FB _x000C_,1,1
56,06c5c74e-a791-4f8e-af1f-16b05a287a47.jpg,LAYS ЧИПСЫ КАРТОФ СМЕТАНА ЗЕЛЕНЬ _x000C_,LAYS ЧИПСЫ КАРТОФ СМЕТАНА ЗЕЛЕНЬ _x000C_,1,1
57,06d77368-7b91-4558-9363-66e09da787c1.jpg,"ЬЗМ ж Kedup ПРОСТОКВАШИНО 93 БЗМЖ Kegup ПРОСТОКВАШИНО Э30г "" _x000C_",ЬЗМ ж Kedup ПРОСТОКВАШИНО 93 БЗМЖ Kegup ПРОСТОКВАШИНО Э30г  _x000C_,1,1
58,06f2d4ee-dce2-4bab-8ee5-a4e8d5007d54.jpg,В Квас РУССКИЙ 1.42л п! _x000C_,В Квас РУССКИЙ 1.42л п _x000C_,1,1
60,07551924-04ed-406e-974f-a5d51b86be0b.jpg,TC2 САХАР- ПЕСОК BENbIN | КРИСТАЛЛИЧЕСКИЙ MAC IK _ | 7 _x000C_,TC2 САХАР ПЕСОК BENbIN  КРИСТАЛЛИЧЕСКИЙ MAC IK   7 _x000C_,1,1
61,07be60ce-c927-4f21-a628-eed4fbb57d08.jpg,eee TWHBO БАЛТИКА te RNACCHNMECKR СВ ana | * Э%% BUG @ 44K _x000C_,eee TWHBO БАЛТИКА te RNACCHNMECKR СВ ana   Э BUG  44K _x000C_,1,1
62,07c68766-7e65-441a-9765-acc4c3258b8b.jpg,ЭЭМЖ СМЕТАНД ПРОСТОКВАШИНО 20% N/CT зоог | j ~~ _ _x000C_,ЭЭМЖ СМЕТАНД ПРОСТОКВАШИНО 20 NCT зоог  j   _x000C_,1,1
67,0851240d-b335-42cc-b1e7-f224f0d29be2.jpg,"EES | В яйца 10шт. "" _x000C_",EES  В яйца 10шт.  _x000C_,1,1
71,08c78c3c-1834-4221-b12e-3cfcfec19dbb.jpg,ПИВО БАЛТИКА №3 КЛАССИЧЕСК. СВ.АЛК.4.8% Ж/Б 0.45Л _x000C_,ПИВО БАЛТИКА 3 КЛАССИЧЕСК. СВ.АЛК.4.8 ЖБ 0.45Л _x000C_,1,1
72,08e3b71a-1d27-4ac9-a78f-ddb13bf5ccf9.jpg,Изделие ОРИОН ЧОКО ПАЙ 360г “Онди: “ Уч & плазури г nese - _x000C_,Изделие ОРИОН ЧОКО ПАЙ 360г Онди  Уч  плазури г nese  _x000C_,1,1
75,09778de5-582e-4203-9f63-d9c33e446f3a.jpg,Чипсы LAYS 140г оо # -кЧСОм кР'б' Ци _ gf? _x000C_,Чипсы LAYS 140г оо  кЧСОм кРб Ци  gf _x000C_,1,1
76,097c4e99-4b39-4a7c-be4f-4eaeb57c55df.jpg,а TOFFIFEE КОНФБЕТЫ ЦЮКОЛАДНЫЕХ 1251 _x000C_,а TOFFIFEE КОНФБЕТЫ ЦЮКОЛАДНЫЕХ 1251 _x000C_,1,1
77,09a572ee-44a3-461b-a559-992373252386.jpg,і '‹:'Ёэлптои ИСТОЧНИК ПИТЬЕВАЯ ВОДА НЕГАЗ | _x000C_, Ёэлптои ИСТОЧНИК ПИТЬЕВАЯ ВОДА НЕГАЗ  _x000C_,1,1
78,09d204ea-109f-49dc-87f3-8c776e565d29.jpg,НВ Напиток МАРТИНИ BbAHKO 0.5л' ' Pye Sa ib са | _x000C_,НВ Напиток МАРТИНИ BbAHKO 0.5л  Pye Sa ib са  _x000C_,1,1
82,0a078ac7-4c36-41cd-a92a-ee99f5397a51.jpg,ip abmpe FROCK! ПДЗИРОВАННО ЛОТТЕ ЧОКОПАЙ ЗЭЗ6! - 179” - am a Of’ _x000C_,ip abmpe FROCK ПДЗИРОВАННО ЛОТТЕ ЧОКОПАЙ ЗЭЗ6  179  am a Of _x000C_,1,1
86,0a695d48-f71f-45b7-8cbb-aecc1bf77d97.jpg,ЬЗзМмжЖ Сметоно ПРОС [ОКі'А\])ИНО хООг _x000C_,ЬЗзМмжЖ Сметоно ПРОС ОКАИНО хООг _x000C_,1,1
88,0aa36c53-4ce5-41f6-a1be-dec8a7e192a0.jpg,/М | LAYS ЧИПСЫ кРАБ rave l4or _x000C_,М  LAYS ЧИПСЫ кРАБ rave l4or _x000C_,1,1
89,0aaea794-cdb7-4318-a167-fa3287eb3e4c.jpg,КОНФЕТЫ TOFFIFEE KOP. 125° 232° _x000C_,КОНФЕТЫ TOFFIFEE KOP. 125 232 _x000C_,1,1
93,0b1377cb-7977-473d-95a1-b79fb8758fe4.jpg,mune АПСНЫ О.75л ] _x000C_,mune АПСНЫ О.75л  _x000C_,1,1
97,0bf745d5-9a21-4c03-8acc-fe41a221c277.jpg,Пиво СТАРЫЙ МЕЛЬНИК 0.45n V3 БОЧОНКА МЯГ свет 4.3% ст /6 _x000C_,Пиво СТАРЫЙ МЕЛЬНИК 0.45n V3 БОЧОНКА МЯГ свет 4.3 ст 6 _x000C_,1,1
98,0c2033a6-c076-433b-9748-bd579a472f50.jpg,Набор MERC; WOK. 250r Wokonagnarx Эссорт.с нач.и 6/ на _x000C_,Набор MERC WOK. 250r Wokonagnarx Эссорт.с нач.и 6 на _x000C_,1,1
102,0c9c1ee5-f2bc-4cf1-923d-96ce6c90b058.jpg,ПЕЧЕНЬЕ ПРОСЛ.ГЛАЗИРОВАННОЕ '- ЛОТТЕ ЧОКОПАЙ 336Г 179% _x000C_,ПЕЧЕНЬЕ ПРОСЛ.ГЛАЗИРОВАННОЕ  ЛОТТЕ ЧОКОПАЙ 336Г 179 _x000C_,1,1
103,0ca2e419-7d32-4670-89e7-3948715dc2a3.jpg,"F DRIVE МЕ НАПИТОК ЭНЕРГЕТ С ОРИГИНАЛЬНЫЙ ГАЗ 0,449/1 _x000C_",F DRIVE МЕ НАПИТОК ЭНЕРГЕТ С ОРИГИНАЛЬНЫЙ ГАЗ 04491 _x000C_,1,1
106,0cd66166-5063-406d-85a1-c3899307d5af.jpg,"НАП.Б/А ЭНЕРГ.ДРАЙВ МИ ‘_ ОРИДЖИНАЛ ГАЗ.Ж/Б 0,449Л ma», ^ _x000C_",НАП.БА ЭНЕРГ.ДРАЙВ МИ  ОРИДЖИНАЛ ГАЗ.ЖБ 0449Л ma  _x000C_,1,1
111,0d669b4b-8b9f-4705-81b2-f074b2e0306a.jpg,ПИВО БАЛТИКА №3 КЛАССИЧЕСК. СВ.АЛК.4.8% Ж/Б 0.4571 Е _x000C_,ПИВО БАЛТИКА 3 КЛАССИЧЕСК. СВ.АЛК.4.8 ЖБ 0.4571 Е _x000C_,1,1
113,0de403bd-8b15-4741-8b2a-9c4459561069.jpg,ПРОСТ ОКВАШИНО ';:зде\:';т БЕЗ 9 TEN CMETAHA 20% 300F пл/ ст молочного rene | _x000C_,ПРОСТ ОКВАШИНО здет БЕЗ 9 TEN CMETAHA 20 300F пл ст молочного rene  _x000C_,1,1
114,0e1bfcdb-d5b1-4e9d-b63c-4b7c96fdc855.jpg,"—_ ВИСКИ ВИЛЬЯМ ; ЛОУСОНС 40% 0,7/ 1 1 599% : — | >, ” < _x000C_", ВИСКИ ВИЛЬЯМ  ЛОУСОНС 40 07 1 1 599       _x000C_,1,1
115,0e1fb13f-980b-478f-9478-fdfa95e2074e.jpg,| ЧИПСЬ! LAy SNEY > КРАБ Э5Г _x000C_, ЧИПСЬ LAy SNEY  КРАБ Э5Г _x000C_,1,1
121,0e94615c-2888-4ef3-8943-90320e6d0af1.jpg,ПЕЧЕНЬЕ ПРОСЛ.ГЛАЗИРОВАННОЕ ' ЛОТТЕ ЭОКОПАЙ 336г _x000C_,ПЕЧЕНЬЕ ПРОСЛ.ГЛАЗИРОВАННОЕ  ЛОТТЕ ЭОКОПАЙ 336г _x000C_,1,1
125,0ee0e539-5d5f-45cb-a362-5b9365eec326.jpg,Г nes “WK SNICKERS SUpER _x000C_,Г nes WK SNICKERS SUpER _x000C_,1,1
130,1009cbfe-976d-46ea-9b62-aba86f1c7255.jpg,"| Бстончик CNICKERS SUPER ВОг "" . й ЫЕ * * bet СО К, Нк _x000C_", Бстончик CNICKERS SUPER ВОг  . й ЫЕ   bet СО К Нк _x000C_,1,1
132,11331479-4661-4eb7-9e04-28f12d56034b.jpg,Пиво СТАРЫЙ МЕЛЬНИК 0 45л 3 --° «СРе в war «ео‘ Aye п) ® _x000C_,Пиво СТАРЫЙ МЕЛЬНИК 0 45л 3  СРе в war ео Aye п  _x000C_,1,1
133,114c369b-0bce-4437-b84a-f282200d57f7.jpg,ШОК.БАтончик SNICKERS SUPER 80/95гГ _x000C_,ШОК.БАтончик SNICKERS SUPER 8095гГ _x000C_,1,1
134,115dcd8c-08e7-422a-b8d2-3be2727ab840.jpg,"| Эневгетический pan TOK Appgpannn 4600494694202 аш ж/ , л. 102166474 Е чага 22072) й Pocud) _x000C_", Эневгетический pan TOK Appgpannn 4600494694202 аш ж  л. 102166474 Е чага 22072 й Pocud _x000C_,1,1
135,11982f3b-5865-44ec-96cc-912f84d9c0cd.jpg,НВ ВЕР ] Nae: БЕЛЫЙ СЛАДКИ) _ С О( _x000C_,НВ ВЕР  Nae БЕЛЫЙ СЛАДКИ  С О _x000C_,1,1
138,12005d6d-86d9-4536-9e27-26946452d84e.jpg,БЗМЖ CMETAHA ПРОСТОКВАШИНО 20% П/СТ 3097 aA Fe Ра СОС _x000C_,БЗМЖ CMETAHA ПРОСТОКВАШИНО 20 ПСТ 3097 aA Fe Ра СОС _x000C_,1,1
139,1229d25c-e219-458b-9f11-04ffd1ac5975.jpg,“VT от ) 1 ) rev е @. ) 2А аЕ КРИСТАЛЛИЧЕСКИЙ DAc oni _x000C_,VT от  1  rev е .  2А аЕ КРИСТАЛЛИЧЕСКИЙ DAc oni _x000C_,1,1
140,1255f115-105b-4a8e-abf6-ce0ccb528679.jpg,"53M)K Kedup att ed ПРОСТОКВАШИНО 930r 2,5% _x000C_",53MK Kedup att ed ПРОСТОКВАШИНО 930r 25 _x000C_,1,1
141,126e08c6-b248-4aa1-aa28-ae3ae9b95daa.jpg,| Конфеты TOFFIFEE 125г _x000C_, Конфеты TOFFIFEE 125г _x000C_,1,1
142,12bdc8b0-03bb-4263-9925-eb357ea45adb.jpg,— ААТОМК DRIVE ME 0 449n | _x000C_, ААТОМК DRIVE ME 0 449n  _x000C_,1,1
143,131a9022-9344-43c3-8113-d9da21e9e0b3.jpg,Вермут МАРТИНИ eae Й Boe 0.5л 7997 ! ‹ лддкий белый 15% @ _x000C_,Вермут МАРТИНИ eae Й Boe 0.5л 7997   лддкий белый 15  _x000C_,1,1
145,136155bd-1e5a-42b8-89b1-b5565ff96f72.jpg,Чипсы LAYS 140г аъ war KanT co BKYCOM xpa6a a _x000C_,Чипсы LAYS 140г аъ war KanT co BKYCOM xpa6a a _x000C_,1,1
146,136fbaed-5eda-4f5c-abd7-31ab739cc50e.jpg,MERCI ВЕСНА ШОКОЛАДНЫЕ КОНФЕТЫ АССОРТИ 200г _x000C_,MERCI ВЕСНА ШОКОЛАДНЫЕ КОНФЕТЫ АССОРТИ 200г _x000C_,1,1
148,13eebbb1-aacd-464e-897f-ad15eb9401f3.jpg,"* ADRENALINE RUSH НАПИТОК ЭНЕРГЕТИЧЕСКИМ ГАЗ 0,449 _x000C_", ADRENALINE RUSH НАПИТОК ЭНЕРГЕТИЧЕСКИМ ГАЗ 0449 _x000C_,1,1
149,146fed8a-ac92-4ff5-aa79-78e3ba581892.jpg,"Пиво БАЛТИКА КЛАССИЧ.М?3 0.45n ' CBel ж / 4 ВМ, | | _x000C_",Пиво БАЛТИКА КЛАССИЧ.М3 0.45n  CBel ж  4 ВМ   _x000C_,1,1
150,14ab6912-b464-4820-909a-8885c8cec6d4.jpg,"EEEEEEES'S:'r — ! ""тщтшш Бочка п/б 1, 5л. 460705658 750) 102410625 с | WOOA 11 5 уега ‚ ! _x000C_",EEEEEEESSr   тщтшш Бочка пб 1 5л. 460705658 750 102410625 с  WOOA 11 5 уега   _x000C_,1,1
151,14cb33d2-89d4-40ea-b765-79cd401bbd62.jpg,ШОК.БАТОНЧИК SNICKERS SUPER 80/95r = ao an _x000C_,ШОК.БАТОНЧИК SNICKERS SUPER 8095r  ao an _x000C_,1,1
153,14f0a217-36ba-4448-b329-db2d7340691c.jpg,53MK CMETAHA | ПРОСТОКВАШИНО 15% N/CT зо0г — р” — —Н _x000C_,53MK CMETAHA  ПРОСТОКВАШИНО 15 NCT зо0г  р  Н _x000C_,1,1
154,159f2267-d6c2-4057-a46a-28c4b68b4475.jpg,Виски ВИЛЬЯМ NOYCONC 0.7n anny _x000C_,Виски ВИЛЬЯМ NOYCONC 0.7n anny _x000C_,1,1
155,15a3f490-d8bb-4ecf-aa3e-4362670ebb66.jpg,"оннн ЕН ИЕ  ° ПИВО СТАРЫЙ МЕЛЬНИКИЗ —  \""-. БОЧ.МЯГК.СВЕТ.4,396С/Б 0,457 : em OO : _x000C_",оннн ЕН ИЕ   ПИВО СТАРЫЙ МЕЛЬНИКИЗ   . БОЧ.МЯГК.СВЕТ.4396СБ 0457  em OO  _x000C_,1,1
156,15c63dc2-efc9-4ccd-be87-00a4d25f8584.jpg,"° — tt—™ напиток СТАРЫЙ МЕЛЬНИК 0.451 ооа ст @ , Ф FCN _x000C_",  tt напиток СТАРЫЙ МЕЛЬНИК 0.451 ооа ст   Ф FCN _x000C_,1,1
158,1621502f-3eb8-4048-b3c1-a53d39807666.jpg,"_______._—_——————_ ee i Напиток ADRENALINE RUSH 0,449n | RED ENERGY Towns G/ann rar. _x000C_",. ee i Напиток ADRENALINE RUSH 0449n  RED ENERGY Towns Gann rar. _x000C_,1,1
160,1692151d-ef2c-4ad1-953f-8ceee08d4448.jpg,Сметана Простоквашино 15% стакан 300г. Данон БЗМЖ _x000C_,Сметана Простоквашино 15 стакан 300г. Данон БЗМЖ _x000C_,1,1
161,16e55a31-bdf7-4ec6-8a76-792dfd92b005.jpg,NEVE Mad NVM Л1 ЛАЗИРОВАМНОЕ feet bp feeb fie bt tel - 179” _x000C_,NEVE Mad NVM Л1 ЛАЗИРОВАМНОЕ feet bp feeb fie bt tel  179 _x000C_,1,1
163,17364a53-4860-476d-a497-58492381b337.jpg,SNICKERS SUPER WOKO/IADHbIN BATOHUMK : _x000C_,SNICKERS SUPER WOKOIADHbIN BATOHUMK  _x000C_,1,1
166,175beda6-672c-4a5e-bba6-ed572c0367dc.jpg,sg 53MM Cmerana ПРОСТОКВАШИНО 300r }+. _x000C_,sg 53MM Cmerana ПРОСТОКВАШИНО 300r . _x000C_,1,1
170,17c9aab4-f16e-48a1-a0da-939efecd5785.jpg,— — запазиолилллилллиллллллллОлллЕЕ ципсы LAYS 2258 | р ч _x000C_,  запазиолилллилллиллллллллОлллЕЕ ципсы LAYS 2258  р ч _x000C_,1,1
171,17eeda4c-0c3a-42a3-9abe-39fd206b5bbf.jpg,"' Boga СВяЯтс›и We ТО НИК 1s, . г . _x000C_", Boga СВяЯтси We ТО НИК 1s . г . _x000C_,1,1
172,17fa58af-8380-40f7-927e-9aa3870040a5.jpg,SC Lc LAYS ЧИПСЫ КРАБ 140Fr  |  Р _x000C_,SC Lc LAYS ЧИПСЫ КРАБ 140Fr    Р _x000C_,1,1
174,18137d53-1ac7-423a-8636-8efc62d236df.jpg,Напиток ДОБРЬЫЙ КОЛА TT # _x000C_,Напиток ДОБРЬЫЙ КОЛА TT  _x000C_,1,1
175,1816548f-94ac-492b-9528-cf9ad8ae7a10.jpg,Напиток ADRENALINE RUSH 0 449n _x000C_,Напиток ADRENALINE RUSH 0 449n _x000C_,1,1
176,184b4494-3c04-48d3-a771-c921771b34c8.jpg,"""' """" ’‚ Чипсы 1 МН афра nem _x000C_",   Чипсы 1 МН афра nem _x000C_,1,1
181,19f5949b-823a-443a-b605-e17b4085f834.jpg,"j Квас яхонт ТРАПЕЗНЫЙ „) 1,35л -30 Maer фил tay БЕЗ CkunKy | р” < _x000C_",j Квас яхонт ТРАПЕЗНЫЙ  135л 30 Maer фил tay БЕЗ CkunKy  р  _x000C_,1,1
185,1a8d3f40-8338-4a73-9d54-50e0672aa8d2.jpg,SS | peaci КОНФЕТЫ ШОКОЛАДНЫЕ АССОРТИ о . _x000C_,SS  peaci КОНФЕТЫ ШОКОЛАДНЫЕ АССОРТИ о . _x000C_,1,1
186,1abb1ec7-451a-4756-8b6a-0563b2409789.jpg,"EEN“ Бисквит -°Р""°""’"" ЖМ'!)ШШШ‘…[ №`Чоко Naa 12 4607008435138! 100365576 * 360r. | CON 20 1 1(5л5) toa oo, _x000C_",EEN Бисквит Р ЖМШШШ Чоко Naa 12 4607008435138 100365576  360r.  CON 20 1 15л5 toa oo _x000C_,1,1
188,1ae56cff-7704-488e-8480-5e6a4f9c5e60.jpg,"СТАРЫЙ МЕЛЬНИК US ?очонкд ПИВО CRET МЯГ NACT4,3'%0,45/1 СТ/ YT _x000C_",СТАРЫЙ МЕЛЬНИК US очонкд ПИВО CRET МЯГ NACT430451 СТ YT _x000C_,1,1
190,1b303695-ccd5-47d1-8961-7ce61584c501.jpg,$ РО CHOCO PIE ПЕЧЕНЬЕ В WORONAQHOM ГЛАЗУРИ 360ГР _x000C_, РО CHOCO PIE ПЕЧЕНЬЕ В WORONAQHOM ГЛАЗУРИ 360ГР _x000C_,1,1
191,1b853324-7eca-4a94-b579-c7e5b678fde1.jpg,HAN. Б/А ГАЗ.КОЛА ДОБРЫЙ 1/1 _x000C_,HAN. БА ГАЗ.КОЛА ДОБРЫЙ 11 _x000C_,1,1
192,1c037041-0734-4eee-9643-f33fc5a86394.jpg,' Печенье ЛОТТЕ ЧОКОПАЙ 336r .' Ot ee ‘ оаТа _x000C_, Печенье ЛОТТЕ ЧОКОПАЙ 336r . Ot ee  оаТа _x000C_,1,1
193,1c0bde53-a9e9-4828-9b31-af75120ac5f9.jpg,CHILA LA2LB- OK.BATOHYME SNICKERS SUPER 80/95F  анн „в COC _x000C_,CHILA LA2LB OK.BATOHYME SNICKERS SUPER 8095F  анн в COC _x000C_,1,1
196,1c7df246-4df8-4d90-85a2-6194b66b27b0.jpg,Sn КОМАРТИНИ BRAK с % Э Sn й В . Ы оЕ _x000C_,Sn КОМАРТИНИ BRAK с  Э Sn й В . Ы оЕ _x000C_,1,1
198,1ccb47b2-de67-4d51-aab8-33ab0bcce5c4.jpg,"ПИВО СТАРЫЙ МЕЛЬНИК ИЗ БОЧ.МЯГК.СВЕТ.4,3%С/Б 0,45/1 аннна — « / Г _x000C_",ПИВО СТАРЫЙ МЕЛЬНИК ИЗ БОЧ.МЯГК.СВЕТ.43СБ 0451 аннна    Г _x000C_,1,1
199,1ce41a1d-7337-4c15-af0f-62a558ec213c.jpg,"—_—__т_'______ ‚ ВИНО АПСНЫ КРАСНОЕ | n/con 0,75""  569° _x000C_",т  ВИНО АПСНЫ КРАСНОЕ  ncon 075  569 _x000C_,1,1
200,1d1c4f32-751a-4fe5-bbaa-0b7df81fdcef.jpg,Зиски ВИЛЬЯМ ЛОУСОНС О 7д | ‚ : _x000C_,Зиски ВИЛЬЯМ ЛОУСОНС О 7д    _x000C_,1,1
203,1d729296-6df9-4e18-8f0f-dd2527be6e50.jpg,"BUICKM WILLIAM LAWSONS | НУПАЖИРОВАННЫЙ ЗГОДА 40% 0,7Л ] _x000C_",BUICKM WILLIAM LAWSONS  НУПАЖИРОВАННЫЙ ЗГОДА 40 07Л  _x000C_,1,1
204,1d879cf1-38c2-4ff8-a744-af2a6739e89e.jpg,"й "" -- ------ Se ВИСКИ ВИЛЬЯМ ЛОУСОНС 40% 0,7Л 1 59990 _x000C_",й    Se ВИСКИ ВИЛЬЯМ ЛОУСОНС 40 07Л 1 59990 _x000C_,1,1
207,1e2f41bd-79cd-46ce-ba4b-b75c2251832c.jpg,‚ Пе-ченье NOTTE ЧОКОПАЙ 336r im _x000C_, Печенье NOTTE ЧОКОПАЙ 336r im _x000C_,1,1
211,1e9cb422-932d-4a94-b001-c09aeb728dcf.jpg,CHOCO РЕ ПЕЧЕНЬЕ В WOKONA HOW | ГЛАЗУРИ 360rp 4 _x000C_,CHOCO РЕ ПЕЧЕНЬЕ В WOKONA HOW  ГЛАЗУРИ 360rp 4 _x000C_,1,1
215,1fda2d3c-9f90-44d1-af3d-8a69be3c9de8.jpg,'Напиток ДОБРЫЙ КОЛА In || _x000C_,Напиток ДОБРЫЙ КОЛА In  _x000C_,1,1
216,201ef1ca-e705-4c22-a6f1-7e437e822936.jpg,a AEDT AR БОЧКА 1 Sn _x000C_,a AEDT AR БОЧКА 1 Sn _x000C_,1,1
217,20341382-57ad-4929-b87b-ec26e0f3ea36.jpg,апиток МАРТИНИ НКО 0.5n рое.белый сладкый _ „ь _x000C_,апиток МАРТИНИ НКО 0.5n рое.белый сладкый  ь _x000C_,1,1
