file_name,text,text_clean,feature
f8d4a87a-2a2d-43db-8891-7b92e175965f.jpg,"ЧАЙ АЗЕРЧАЙ Б\„‹Н U6 л, НО | 7 ЗЭч @ _x000C_",чаи азерчаи бн u6 л но  7 зэч   x000c ,0
7ed6deb7-296a-4d59-859b-ad829c8b208c.jpg,"Наситок ADRENALINE RUSH 0,449n 7 _x000C_",наситок adrenaline rush 0449n 7  x000c ,1
31ea438b-7b90-4f32-bf5b-3f8f346470b1.jpg,‘) настойка ‚ МЕМ!ПОРР горы‹ая : O5n TA wae ba. ae 40g a oe _x000C_, настоика  мемпорр горыая  o5n ta wae ba  ae 40g a oe  x000c ,0
b567b444-6fee-4d9a-8c0c-67ed55d4aad7.jpg,Кетчуп HEINZ ТОМАТНЫМЙ . ae _x000C_,кетчуп heinz томатными   ae  x000c ,1
ccb52b42-4f67-4074-a455-91562dd5d373.jpg,взмж CHIP БРЕСТ-ЛИТОВСК oor _x000C_,взмж chip брестлитовск oor  x000c ,0
d0994f64-29aa-4a86-98e8-f39a4fcb17e6.jpg,HEINZ КЕТЧУП oe ПЕТРУШКА ДЛЯ ШАШЛЫКА 320r Д/ п _x000C_,heinz кетчуп oe петрушка для шашлыка 320r д п  x000c ,1
89aa7d05-8945-493d-8499-8dd032dd83bd.jpg,| Нектар ФРУТОНЯНЯ БООмл . _x000C_, нектар фрутоняня боомл    x000c ,0
51cbec78-c21b-4814-b83e-797f75a1efb0.jpg,A MRENALINE ays 6697 a _x000C_,a mrenaline ays 6697 a  x000c ,1
d5fc40bb-a168-455b-a56a-26b791b29f91.jpg,ne ane KaTOPeten MARS Са О Л(Дены 50r i | _x000C_,ne ane katopeten mars са о лдены 50r i   x000c ,0
d598d85a-c4e8-4d4d-9663-baa4347f206e.jpg,"— апаплолиллллоллллллоллллллОЕЛЕЕ СВЯТОЙ ИСТОЧНИК ПИТЬЕВАЯ ВОДА ГАЗ 1,5/1 — 49.99 _x000C_", апаплолиллллоллллллоллллллоелее святои источник питьевая вода газ 151  49 99  x000c ,1
6266be8a-8be9-4585-b28f-1ece5a6e4151.jpg,конфеты ROCHER FERRERO | 125г _x000C_,конфеты rocher ferrero  125г  x000c ,0
6ff4a081-387f-4283-80dd-338eaf87cea7.jpg,— мВО БАЛТИКА КЛАССИЧ.Н*З 0.45” _x000C_, мво балтика классич нз 0 45  x000c ,1
5df823ce-24b2-4135-99de-77ad1ae736c6.jpg,Напиток МАРТИНИ BbAHKO 0.5л ' apom белым сладкиий . _x000C_,напиток мартини bbahko 0 5л  apom белым сладкиии    x000c ,1
1559b634-7b05-46dd-a1d9-bb8ed16ec34d.jpg,ЧАЙ MONO AH MANTOU ca ВКУСО л AVAIL Co bac bie BG ys a _x000C_,чаи mono ah mantou ca вкусо л avail co bac bie bg ys a  x000c ,0
7fa8e24c-7ab4-4adb-84ab-18920c38a8eb.jpg,Macno ЗЛАТО подсолнечнее 1 0л Н _а () ©) _x000C_,macno злато подсолнечнее 1 0л н а    x000c ,0
667a2057-6e98-4cdb-b42a-8a72104cd148.jpg,EE S*'S<S<=— OO — HULLO КУРИНК))! | ВОЛЖАНИН СЕ ТОН |  88*)') _x000C_,ee sss oo  hullo куринк  волжанин се тон   88  x000c ,1
2ab0e162-21ea-4e87-b2ae-86fdd6602639.jpg,— | вода СВЯТОЙ ИСТОЧНИК 0.5л | _x000C_,  вода святои источник 0 5л   x000c ,0
de45e4a9-d0fd-40f0-8f34-1218d69cc3c3.jpg,"` BOA МИН.БОРЖОМИ ГАЗ ‘ П/БО,5Л | _x000C_", boa мин боржоми газ  пбо5л   x000c ,0
f6d1606a-5e87-409b-85c0-e27001606964.jpg,"| НВ Напиток МАРТИНИ 0.25л | ВО еа Ика , уко+ с _x000C_", нв напиток мартини 0 25л  во еа ика  уко с  x000c ,0
07be60ce-c927-4f21-a628-eed4fbb57d08.jpg,eee TWHBO БАЛТИКА te RNACCHNMECKR СВ ana | * Э%% BUG @ 44K _x000C_,eee twhbo балтика te rnacchnmeckr св ana   э bug  44k  x000c ,1
22b92849-0de4-47aa-9e67-fc09dcdc5809.jpg,Т`_ ee Caxap-necox/Caxap — белый tir _x000C_,т ee caxapnecoxcaxap  белыи tir  x000c ,1
b154008e-c9bb-493d-a8fd-9df0c73cdf08.jpg,"— ПРОСТОКВАШИНО КЕФИР МОВЕЙ 2,5"". ЭЗОГ МР epee _x000C_", простоквашино кефир мовеи 25  эзог мр epee  x000c ,1
2e7662b4-c3e7-4fd9-9fa2-270a6a3824f2.jpg,HPagronwunk SNICKERS SUPER \ ВОТ оац е 1 бо Ъ 1У pace й BABES! \ эа Ap rT i _x000C_,hpagronwunk snickers super  вот оац е 1 бо ь 1у pace и babes  эа ap rt i  x000c ,1
9959de44-1878-4cfd-9479-da941eeac1d7.jpg,Кофе Якобс Монарх — ши'шт…”……!… в зернах qn S36F 4607001777038 101655911 Е TAICOR ОРБ _x000C_,кофе якобс монарх  шишт в зернах qn s36f 4607001777038 101655911 е taicor орб  x000c ,0
c3f3c8e4-9e03-43ef-8721-5646fab3746d.jpg,meee | пиво LOWENBRAU  ORIGINAL 0450 Ar оо ат лее 5 А ж / 6 —— Y » \ fr о ome wn ь | _x000C_,meee  пиво lowenbrau  original 0450 ar оо ат лее 5 а ж  6  y   fr о ome wn ь   x000c ,0
62740953-b0fa-4a28-a945-e3c08124e8f0.jpg,"ee nares REDDS ПИВНОЙ НАПИТОК 0,35; ст / БУТ — & в& & _x000C_",ee nares redds пивнои напиток 035 ст  бут   в   x000c ,0
3245d0af-0b8a-4fb1-866d-3ea8b07be472.jpg,Яйцо куриное 71О1чт ‘ ILL е . 1 _x000C_,яицо куриное 71о1чт  ill е   1  x000c ,1
909da1d7-d377-4c16-9c35-348f04961a0e.jpg,В ай — о gpa a Te 7 КО cl Mm MEPCH АССОРТИ ROP 250Г \O 324” | - = р” < р” < _x000C_,в аи  о gpa a te 7 ко cl mm mepch ассорти rop 250г o 324    р  р   x000c ,1
74ad028b-9fee-4d96-ad21-b59a284c3a22.jpg,"БЗМЖ БИОЙОГ. я АКТИВИА/АКТИБИО ПИТ.1,6% - ' ЗЛАКИ 260Г = _x000C_",бзмж биоиог  я активиаактибио пит 16   злаки 260г   x000c ,0
d1aaf35a-51d2-4d33-ab4d-cb5b8cc14489.jpg,'БЗМЖ Сметана — Е ДОМ.В ДЕРЕВНЕ _x000C_,бзмж сметана  е дом в деревне  x000c ,1
b3a5110e-ef7e-4c68-abd6-f1e2f4d0077f.jpg,| ЯИЦО КУРИНОЕ СТОЛОВО | 1КАТГГОРИЯ IOUT ТЕНДЕР _x000C_, яицо куриное столово  1катггория iout тендер  x000c ,1
35431643-e297-4423-b02e-2b9b5a6795a6.jpg,": waTo винс | ИГРИСТОЕ ШАТО вино BEES, ENS PARRA Tan voce ч ое _x000C_", wato винс  игристое шато вино bees ens parra tan voce ч ое  x000c ,0
eb5fe732-0a86-402d-9882-bb88e241e78d.jpg,"ВОДА ПИТЬЕВАЯ СВЯТОЙ — — ИСТОЧНИК Н/ГАЗ 11/6 1,52) | y ав — # | _x000C_",вода питьевая святои   источник нгаз 116 152  y ав     x000c ,1
5ff1c296-c3d4-429b-91f4-0f6b0b8c40ed.jpg,— РАНАГОРИЯ 0.75л № 513 Agipon УА РЕЗЕРВ в рссное McA Ai 9” _x000C_, ранагория 0 75л  513 agipon уа резерв в рссное mca ai 9  x000c ,0
e5ca80f8-8579-4f68-8c9e-fef1b2d6cb24.jpg,RICH COK ТОМАТНЫЙ 1Л | _x000C_,rich cok томатныи 1л   x000c ,0
04d8e14b-4fe2-4f7e-b985-555977ba2ec1.jpg,НВ ВЕРМУТ МАРТИНИ БЬЯНКС) СТАРАЯ (ВА ЗА Van БЕЛЫЙ СЛАДКИИ 15% 0.4511  699°  a a a Ba < isk _x000C_,нв вермут мартини бьянкс старая ва за van белыи сладкии 15 0 4511  699  a a a ba  isk  x000c ,1
0a078ac7-4c36-41cd-a92a-ee99f5397a51.jpg,ip abmpe FROCK! ПДЗИРОВАННО ЛОТТЕ ЧОКОПАЙ ЗЭЗ6! - 179” - am a Of’ _x000C_,ip abmpe frock пдзированно лотте чокопаи зэз6  179  am a of  x000c ,1
619851e8-8fb1-49c9-b736-39dc45ba337d.jpg,ЧИПСЫ LAY’S КРАБ _ 140/150Г _x000C_,чипсы lays краб  140150г  x000c ,1
fa81f461-8145-42d9-8731-f1fece1ece49.jpg,(Г_іродукЦИЯ ПЛОД.АЛК Iraq _ _x000C_,гродукция плод алк iraq   x000c ,0
e1439720-5b52-4e94-a79f-998cda0865ee.jpg,БЕЛЕБЕЕВСКИЙ СЫР Ро : FONAAT BO 45% 190г mon ЗАМЕМытЕЛа | | ОчиОГО MHOA _x000C_,белебеевскии сыр ро  fonaat bo 45 190г mon замемытела   очиого mhoa  x000c ,0
aa47530f-1bba-463d-9ff7-963b3293eb4a.jpg,"коньяк Hon 1 Ahunonneg : ь Армянскии З ТОДА 30% 0,5л "" _x000C_",коньяк hon 1 ahunonneg  ь армянскии з тода 30 05л   x000c ,0
1d84973f-cd1f-430f-a671-deb25d212043.jpg,"ВИСКИ НАКИ ТОМПСОН 3 ГОДА 40% 0,571 _x000C_",виски наки томпсон 3 года 40 0571  x000c ,0
f2e8bc54-4e11-426f-b742-76c877237955.jpg,\ Hi Напиток DRIVE ME 0.4497 Г “oat ТЕ ж НИГрвко М — _x000C_, hi напиток drive me 0 4497 г oat те ж нигрвко м   x000c ,1
8b09aa8a-714d-4173-9b63-2f81b8c225e1.jpg,BUHIO ALICH bol KPACHOF ncn 0.75N 6690 | _x000C_,buhio alich bol kpachof ncn 0 75n 6690   x000c ,1
3c74ea19-8742-41e4-be6b-0b37a37c0034.jpg,— ХЛОПЬЯ ACHO CONHbIWKO ' OBCAHBIE №3 350°  ee ы Arr 1 _x000C_, хлопья acho conhbiwko  obcahbie 3 350  ee ы arr 1  x000c ,0
c8dcdf88-65c6-4f1e-898a-2b7832e80576.jpg,ДОБРЫМ НАПИТОХ 5) А СИЛ/ ГАЗ | АПЕЛЬСИН In UV БУТ _x000C_,добрым напитох 5 а сил газ  апельсин in uv бут  x000c ,0
cc9e4374-6c29-4bd5-b054-23c099167f9a.jpg,| кКонфета BOUNTY 55г ' _x000C_, кконфета bounty 55г   x000c ,0
95f88348-830c-4288-a894-9f85ef44dd89.jpg,HannToK ADRENALINE EL \iosno.aaen. _x000C_,hanntok adrenaline el iosno aaen   x000c ,1
7aa1fe48-b118-4491-a98f-921d92e1c2b1.jpg,"B3MK Молоко esas  АЛЕКСЕЕВСКОЕ 270г = 12977.  сгущенное цельн.с сах.8,5% д/п _ р” < ррр — Щ _x000C_",b3mk молоко esas  алексеевское 270г  12977   сгущенное цельн с сах 85 дп  р  ррр  щ  x000c ,0
4670a5a8-d13a-4237-8ca6-a7f6f2e4b73c.jpg,| Чипсы LAYS 140r | AS HID WV Fey Ab уссе Kp Cima) _x000C_, чипсы lays 140r  as hid wv fey ab уссе kp cima  x000c ,1
13eebbb1-aacd-464e-897f-ad15eb9401f3.jpg,"* ADRENALINE RUSH НАПИТОК ЭНЕРГЕТИЧЕСКИМ ГАЗ 0,449 _x000C_", adrenaline rush напиток энергетическим газ 0449  x000c ,1
f6e82534-959f-45ac-8658-ed7dc7e2ed22.jpg,"Te - . - — ______\ Печенье LOTTE ЧОКОПАИ | )* 336г вез скидки * С АРОМАТОМ БАНАНА прослоен.гл. 1 ¢ 9” - ] ——=-""~SSri‘(<arreé~*é‘(<‘(aététsdY - Щ —_— _x000C_",te       печенье lotte чокопаи   336г вез скидки  с ароматом банана прослоен гл  1  9   ssriarreattsdy  щ   x000c ,1
114c369b-0bce-4437-b84a-f282200d57f7.jpg,ШОК.БАтончик SNICKERS SUPER 80/95гГ _x000C_,шок батончик snickers super 8095гг  x000c ,1
ae02cbe9-b93b-4a7e-9be1-13a6dc978047.jpg,"LLL — ЭСБСАоАНАНАС' „НАПИТОК ЭССА AHAHAC tt „5% Ж/Б 0,45Л — ЕЙПФРУТ 6,5% С/Б 0,4Л 4 49% an =, — _x000C_",lll  эсбсаоананас напиток эсса ahahac tt 5 жб 045л  еипфрут 65 сб 04л 4 49 an    x000c ,0
990aa506-be8d-43be-b5c9-dab9b83f7bd0.jpg,| HAN. B/A ГАЗ.КОЛА ДОБРЫЙ 1Л : _x000C_, han  ba газ кола добрыи 1л   x000c ,1
28075026-8f7e-48f7-af3f-86f6bad5d7e1.jpg,"ВОДКА ПЯТЬ ОЗЕР 40% 0,5Л (ОМСКВИНПРОМ) : 20 _x000C_",водка пять озер 40 05л омсквинпром  20  x000c ,0
53e2ecf4-fe58-4302-a391-316a38b5a1a1.jpg,"a ewan LOTTE TORONTO 336r  С APOMATOM БАНАНА прослоен.гл. 199”  ав о н — «, FF _x000C_",a ewan lotte toronto 336r  с apomatom банана прослоен гл  199  ав о н   ff  x000c ,1
b7bf9e3e-a1ee-4559-bd44-200fd1256633.jpg,— EPICA Horypy МАНГО/ vee | СЕМЕНА WHA 5% Lor LE ty _x000C_, epica horypy манго vee  семена wha 5 lor le ty  x000c ,0
44bbc6a1-b400-48c6-aa6b-e4f7874baaee.jpg,"| Caxap “NECOK Caxap бель- ', i _x000C_", caxap necok caxap бель  i  x000c ,1
d209f601-d685-485e-89f8-b32351450f4a.jpg,Ностоика NEMIROFF горькая О.5л ' VeKPALE F120 BAR НЕ ЦЕ о _x000C_,ностоика nemiroff горькая о 5л  vekpale f120 bar не це о  x000c ,0
44f29545-ed4f-49fc-8d77-a9fc510bfa2c.jpg,"НАПИТОК ИЗ ЧЕРНОГОЛОВКИ БАЙКАЛ ГАЗ Б/А П/Б 2Nn р” р” Ч wee,  _) 3 __ _x000C_",напиток из черноголовки баикал газ ба пб 2nn р р ч wee   3   x000c ,1
73cb92ba-04e2-4ba2-bffd-4ab6878d4d40.jpg,5 Водка ТАЛКА 409% 0.5л oss 377 ” ‚ - Ul > 1 a _x000C_,5 водка талка 409 0 5л oss 377    ul  1 a  x000c ,0
c18ed4f3-81c9-4230-b37e-3ef764f6b2e1.jpg,Ва м PICNIC Bex bose ШОКОЛАДНЫЙ KAPAM/ ГРЕЦ OPEX/ ВОЗ РИС 52Г  | і _x000C_,ва м picnic bex bose шоколадныи kapam грец opex воз рис 52г     x000c ,0
23ca3ab6-b04d-408e-b32a-f9fc18f0f20e.jpg,' | flanua 6/n Роллтон | O-HOMALIHEMY 4605496016687 курица лоток ° ' 101287362 mrwrws _x000C_,  flanua 6n роллтон  ohomalihemy 4605496016687 курица лоток   101287362 mrwrws  x000c ,0
be4a1315-4075-449b-bdce-196007205b89.jpg,"НВ ВЕРМУТ МАРТИНИ БЬЯНКО СТАРАЯ WEA ЗА 1 т БЕЛЫЙ СЛАДКИЙ 15% 0,5 | ЛАД л С0 | _x000C_",нв вермут мартини бьянко старая wea за 1 т белыи сладкии 15 05  лад л с0   x000c ,1
bb431bb2-9990-4955-bb06-d50a418fc946.jpg,- TOFFIFEE КОНФЕТЫ ШОКОЛАДНЫЕ 125Г 1 _x000C_, toffifee конфеты шоколадные 125г 1  x000c ,1
5bee2fa0-0171-406c-aa7f-9b95b81b41f5.jpg,° БЗМЖ ЙОГУРТ ФРУТТИС ВИШ. : ПЛОМБ/ГРУША.ВАН.8% 1157: im ть ey _x000C_, бзмж иогурт фруттис виш   пломбгруша ван 8 1157 im ть ey  x000c ,0
00f4a973-06b5-4198-bcd1-0f15005165b2.jpg,"53M ж Сыр НОСН!_А!\!!_) sg, B _x000C_",53m ж сыр носна sg b  x000c ,0
2f39fa9f-22f4-4f6f-97ca-de8cb1a4beb5.jpg,ВОДА ПИТЬЕВАЯ CBATON ИСТОЧНИК н/ГАЗ П/Б 1.57 _x000C_,вода питьевая cbaton источник нгаз пб 1 57  x000c ,1
6ea362d9-e795-4168-a6d6-9bef8acf4634.jpg,",-’н.Апиток MARTINI BIANCO ver anORWT ‚ BE/IBIA СЛАДКИИ 0.5/1 Breer | (ATAAKD)  In am _x000C_",н апиток martini bianco ver anorwt  beibia сладкии 0 51 breer  ataakd  in am  x000c ,1
34403a15-08ae-4566-87a9-77b9b6540c00.jpg,"Батончик MILKY WAY 104, | | dekh ey к Se ot Sapa _x000C_",батончик milky way 104   dekh ey к se ot sapa  x000c ,0
86046b74-9d31-4030-8cf5-35703886706a.jpg,' TOFFIFEE КОНФЕТЫ ШОКОЛАДНЫЕ 1291 | | _x000C_, toffifee конфеты шоколадные 1291    x000c ,1
ef659a65-fbbd-4eeb-8a6e-943d26d1bbfd.jpg,"| ДЖИН BARRISTER DRY 40% 0,51 (РОССИЯ) й 499.99 _x000C_", джин barrister dry 40 051 россия и 499 99  x000c ,0
1d0a52e1-6459-49c9-9f65-69b5823107c8.jpg,оплололлелооллоллоо — Коньяк СТАРЫЙ КЕНИГСБЕР! © 5./ | Or MO IY LOY _x000C_,оплололлелооллоллоо  коньяк старыи кенигсбер  5   or mo iy loy  x000c ,0
ae4d1eff-08b1-4a81-9004-7a882dd30436.jpg,Батончик SNICKERS SUPER 80г а е покр.мол.шок _x000C_,батончик snickers super 80г а е покр мол шок  x000c ,1
55a5012b-9836-4dc7-bb0c-6ee00d4fb045.jpg,"Пиво СТАРЫЙ МЕЛЬНИК 0.45л il | VIS BOYOHKA МЯГ.свет.4. 3% c1F,6 | _x000C_",пиво старыи мельник 0 45л il  vis boyohka мяг свет 4  3 c1f6   x000c ,1
630096ac-9636-4307-a492-9356732c3ebb.jpg,"' НАП.СПИРТ.ТЕКИЛА ОЛМЕКА : БЛАНКО 38% 0,7/Л Г = ос от ол ол _x000C_", нап спирт текила олмека  бланко 38 07л г  ос от ол ол  x000c ,0
5381b905-e049-43f5-b74e-451a35b2d728.jpg,і 2проСТОКВАШИНО КЕФИР оы | он „ЕЛ | _x000C_, 2простоквашино кефир оы  он ел   x000c ,1
425326f1-01f9-41e4-96f4-c3acdd125a5a.jpg,В ОКОЛАД ALPEN GULU MAKC DAN ФРУКТЫ ЯГОДЫ 1506 /160F 179% _x000C_,в околад alpen gulu makc dan фрукты ягоды 1506 160f 179  x000c ,0
2f7b8240-c526-4083-bdf1-61d6e18f0872.jpg,КОФ CART] NOIRE /KApy ; НУдр PAC ПСЬ guy Cyr — _x000C_,коф cart noire kapy  нудр pac псь guy cyr   x000c ,0
10b41711-6a8f-4e27-b4f2-ff60963cd7ec.jpg,Водка 'ЗИМНЯЯ — _`-___.` /іП'НП›н‚›‚ Л (› //_ _x000C_,водка зимняя    пнпн л    x000c ,0
b47681a3-0aa6-40c0-9dd1-058a12630f6e.jpg,"' ВОДА МИН.БОРЖОМИ ГАЗ С/Б 0,5 Л ‘._ ррр ЕР ЧЧ _x000C_", вода мин боржоми газ сб 05 л   ррр ер чч  x000c ,0
d6689794-d122-4ae8-907d-ebda5728b075.jpg,To ' CARTE NOIRE КОФЕ PACTBOP 95Г CT/ 5 | Щ a / © ` _x000C_,to  carte noire кофе pactbop 95г ct 5  щ a     x000c ,0
55e37d36-bd07-4d28-a70b-246c7f8005a5.jpg,"' a › i al’, 2h .« @] - ПРОСТОКВАШИНО face, 64 см:тдндвхзоогпл/ст ИЫ | (MAHON) _x000C_", a  i al 2h     простоквашино face 64 смтдндвхзоогплст иы  mahon  x000c ,1
5760e571-8ecf-4130-a85a-fadee5915de3.jpg,"Изделие ОРИОН ЧОКО ПАЙ 360г roHnpMb влугс вг зури г OF/ pe , : _x000C_",изделие орион чоко паи 360г rohnpmb влугс вг зури г of pe    x000c ,1
